"id";"name";"brand";"category";"date";"price"
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-10-23";46.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-10-23";50.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-10-23";52.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-10-23";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-10-23";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-10-23";58.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-05";45.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-05";51.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-05";52.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-05";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-05";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-05";58.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-05";59.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-06";45.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-06";51.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-06";52.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-06";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-06";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-06";58.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-06";59.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-07";45.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-07";51.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-07";52.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-07";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-07";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-07";58.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-07";59.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-08";45.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-08";51.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-08";52.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-08";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-08";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-08";58.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-08";59.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-09";45.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-09";51.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-09";52.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-09";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-09";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-09";58.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-09";59.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-10";45.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-10";51.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-10";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-10";58.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-10";59.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-11";45.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-11";51.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-11";52.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-11";56.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-11";58.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-11";59.0
"1076099357";"Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"Severka";"Heureka.cz|Jídlo a nápoje|Sladkosti|Čokoládové figurky|Severka Dárková krabička čokoládová mléčná zvířátka 3 x 10 g";"2025-11-12";45.0
